country,consumption,density,lat,lon
malawi,0.659859882,1,-13.54501,33.75642
malawi,0.660209098,1,-13.421973,33.524336
malawi,0.660544799,1,-15.22401,35.203621
malawi,0.660648969,1,-15.556942,35.1832
malawi,0.660800238,1,-13.472007,33.602711
malawi,0.66120633,1,-13.397418,34.265175
malawi,0.662474868,1,-14.263875,34.51864
malawi,0.662935362,1,-16.091054,35.56195
malawi,0.66370514,1,-15.848325,35.567227
malawi,0.664007682,1,-15.699825,35.486854
malawi,0.664570934,1,-15.699825,35.486854
malawi,0.665374253,1,-13.334414,33.993416
malawi,0.665812206,1,-15.627924,35.672782
malawi,0.666221768,1,-14.074178,35.196788
malawi,0.666798429,1,-14.914055,34.931088
malawi,0.667162642,1,-10.184441,34.023583
malawi,0.668031311,1,-16.081528,34.529636
malawi,0.6686201,1,-15.80194,35.297593
malawi,0.668917927,1,-13.885676,34.475131
malawi,0.669413429,1,-15.779582,35.559395
malawi,0.669588919,1,-14.157104,33.551782
malawi,0.670060111,1,-13.222906,33.832923
malawi,0.670373395,1,-15.779582,35.559395
malawi,0.670391107,1,-12.768201,34.200761
malawi,0.670574784,1,-11.744547,34.192356
malawi,0.671170531,1,-15.595224,34.525479
malawi,0.671279698,1,-16.028061,34.805825
malawi,0.671441651,1,-16.33911,35.274649
malawi,0.671907714,1,-11.256585,34.199931
malawi,0.672253037,1,-14.646637,34.832473
malawi,0.672435778,1,-15.80194,35.297593
malawi,0.672505164,1,-13.423027,34.097944
malawi,0.672826351,1,-14.087961,33.325564
malawi,0.672826532,1,-13.230821,33.569775
malawi,0.673049792,1,-14.079133,34.532966
malawi,0.673209134,1,-14.37646,34.469011
malawi,0.673419978,1,-14.531922,34.702913
malawi,0.673789368,1,-17.092351,35.114643
malawi,0.673899086,1,-15.627924,35.672782
malawi,0.674018883,1,-17.092351,35.114643
malawi,0.674034791,1,-9.904199,33.900847
malawi,0.674178056,1,-15.699825,35.486854
malawi,0.674356602,0,-13.959151,33.741979
malawi,0.674464722,0,-16.939071,35.24181
malawi,0.674834619,1,-13.94947,33.081072
malawi,0.67516806,1,-15.699825,35.486854
malawi,0.67537796,1,-15.538003,35.626395
malawi,0.675762357,1,-16.043878,35.6054
malawi,0.675781652,1,-11.766983,34.05228
malawi,0.676026571,1,-14.966727,35.676864
malawi,0.676600148,1,-14.544524,34.533248
malawi,0.678419659,1,-9.821687,33.400393
malawi,0.678485745,1,-16.009724,35.145672
malawi,0.679250757,1,-13.930634,34.533073
malawi,0.679377298,1,-15.753062,35.287326
malawi,0.679748309,1,-13.819115,33.174092
malawi,0.67983571,1,-15.834733,34.977652
malawi,0.679920699,1,-15.73134,35.566626
malawi,0.68017457,1,-13.31979,33.764741
malawi,0.681048301,1,-15.965693,35.392825
malawi,0.681476392,1,-16.349154,35.128115
malawi,0.681595972,1,-16.349154,35.128115
malawi,0.681639586,1,-11.709117,34.072019
malawi,0.682168543,1,-14.641939,34.583085
malawi,0.683491755,1,-14.055466,34.244042
malawi,0.683557201,1,-10.403841,34.138224
malawi,0.683713474,1,-15.699825,35.486854
malawi,0.683888117,1,-13.308778,33.884552
malawi,0.683956645,1,-9.904199,33.900847
malawi,0.68550638,1,-16.954723,35.215598
malawi,0.685534698,1,-15.699825,35.486854
malawi,0.686394576,1,-15.702464,34.889266
malawi,0.686435315,1,-14.272959,35.256432
malawi,0.687102906,1,-14.986768,35.462909
malawi,0.68799496,1,-10.523532,34.197454
malawi,0.689013045,1,-13.505623,33.83564
malawi,0.689067581,1,-15.718445,35.680575
malawi,0.689246282,1,-13.930634,34.533073
malawi,0.689356455,1,-14.944016,35.144464
malawi,0.690116789,1,-14.101096,33.807346
malawi,0.690335335,1,-16.33911,35.274649
malawi,0.690338447,1,-14.47413,35.197807
malawi,0.6907338,1,-9.693834,33.384991
malawi,0.690866194,1,-15.65929,35.6434
malawi,0.690887068,1,-16.177162,34.678861
malawi,0.690899386,1,-12.356494,34.016562
malawi,0.690924114,1,-16.196075,35.208329
malawi,0.690980157,1,-15.647325,35.458836
malawi,0.69102696,1,-15.349341,34.850334
malawi,0.691126499,1,-16.237141,35.113096
malawi,0.691211133,1,-10.216961,33.674528
malawi,0.691250582,1,-13.226167,33.74038
malawi,0.69141181,1,-15.759848,34.463784
malawi,0.691907037,1,-11.158936,34.192383
malawi,0.692469673,1,-10.32619,33.717783
malawi,0.692756203,1,-15.864042,35.171426
malawi,0.692870175,1,-16.091054,35.56195
malawi,0.693321952,1,-14.260532,33.774799
malawi,0.693784615,1,-16.237141,35.113096
malawi,0.695106277,1,-14.100208,34.235927
malawi,0.695431604,1,-16.113604,35.346823
malawi,0.695510646,1,-16.392512,34.890469
malawi,0.695669729,1,-16.207909,35.15497
malawi,0.695787672,1,-13.943037,33.434141
malawi,0.695813402,1,-14.869095,35.227445
malawi,0.696115826,1,-15.634718,35.531409
malawi,0.696140995,1,-14.055466,34.244042
malawi,0.69627438,1,-15.238564,34.984646
malawi,0.696832212,1,-13.147556,33.848971
malawi,0.6969049,1,-15.558742,35.010733
malawi,0.697534177,1,-16.094797,35.681098
malawi,0.69791689,1,-13.736363,34.240636
malawi,0.698957576,1,-12.903751,34.270026
malawi,0.699168961,1,-13.362015,34.264738
malawi,0.699495071,1,-16.826165,35.269503
malawi,0.69960569,1,-14.863595,35.680037
malawi,0.700279739,1,-15.50833,35.782588
malawi,0.700281407,1,-16.094797,35.681098
malawi,0.700404806,1,-13.345048,34.124701
malawi,0.701219164,1,-13.368588,33.956473
malawi,0.701272207,1,-15.753062,35.287326
malawi,0.701593752,1,-12.068157,34.049511
malawi,0.701646467,1,-13.811588,33.915943
malawi,0.701776694,1,-16.489865,34.827208
malawi,0.702071972,1,-16.119842,35.561699
malawi,0.702165454,1,-15.718445,35.680575
malawi,0.702311285,1,-15.877739,35.351154
malawi,0.702385227,1,-11.77845,34.182041
malawi,0.702804115,1,-12.933083,33.60355
malawi,0.703840437,1,-13.345048,34.124701
malawi,0.704949751,1,-13.308778,33.884552
malawi,0.705269082,1,-12.864215,33.448411
malawi,0.705288118,1,-15.545205,35.823627
malawi,0.705288435,1,-14.219633,35.025718
malawi,0.706733595,1,-14.965719,35.616284
malawi,0.706801594,1,-13.405444,33.38039
